House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
96,Silver Wells,Jay,Wong,3,Son,NA,Male,Child,None,NA
96,Silver Wells,Rachael,Wong,0,Daughter,NA,Female,Child,None,NA
97,Silver Wells,Chelsea,Hughes,31,Head,Single,Female,Human resources officer,None,Christian
97,Silver Wells,Steven,Parker,33,Partner,Single,Male,Publishing copy,None,None
98,Silver Wells,Connor,Clarke,22,Head,Single,Male,University Student,None,None
98,Silver Wells,Duncan,Carroll,21,None,Single,Male,University Student,None,None
99,Silver Wells,Lindsey,Roberts,66,Head,Widowed,Female,Mental health nurse,None,Christian
100,Silver Wells,Teresa,Butler,19,Head,Single,Female,University Student,None,None
101,Silver Wells,Mary,Field-Lloyd,54,Head,Married,Female,Marine scientist,None,None
101,Silver Wells,Mohammad,Field-Lloyd,53,Husband,Married,Male,Probation officer,None,None
101,Silver Wells,Nicole,Field-Lloyd,13,Daughter,NA,Female,Student,None,NA
101,Silver Wells,Gareth,Graham,10,Son,NA,Male,Student,None,NA
101,Silver Wells,Natalie,Graham,5,Daughter,NA,Female,Student,None,NA
101,Silver Wells,Chelsea,Dale,39,Lodger,Single,Female,Animal nutritionist,None,Christian
102,Silver Wells,Denise,Warren,41,Head,Single,Female,Minerals surveyor,None,None
102,Silver Wells,Robin,Richardson-Warren,7,Son,NA,Male,Student,None,NA
103,Silver Wells,Diane,Todd,69,Head,Single,Female,Unemployed,None,Catholic
103,Silver Wells,Sally,Todd,41,Daughter,Single,Female,Medical sales representative,None,Catholic
104,Silver Wells,Callum,Cox,39,Head,Single,Male,Animal technologist,None,Christian
105,Silver Wells,Kathryn,White,52,Head,Divorced,Female,Unemployed,None,Catholic
105,Silver Wells,Antony,White,10,Son,NA,Male,Student,None,NA
106,Silver Wells,Jade,Ward,25,Head,Widowed,Female,Chief Financial Officer,None,None
106,Silver Wells,Howard,Ward,0,Son,NA,Male,Child,None,NA
107,Silver Wells,Aimee,Wallis,26,Head,Divorced,Female,"Surveyor, minerals",None,Christian
107,Silver Wells,Lindsey,Wallis,5,Daughter,NA,Female,Student,None,NA
107,Silver Wells,Brett,Wallis,3,Son,NA,Male,Child,None,NA
108,Silver Wells,Helen,Cooper,44,Head,Divorced,Female,Operational researcher,None,Methodist
109,Silver Wells,Russell,Thomas,26,Head,Single,Male,"Teacher, English as a foreign language",None,None
110,Silver Wells,Ross,Smith,76,Head,Married,Male,"Retired Engineer, manufacturing",None,Christian
110,Silver Wells,Melissa,Smith,74,Wife,Married,Female,Retired Multimedia specialist,None,Christian
111,Silver Wells,Helen,West,44,Head,Single,Female,Insurance claims handler,None,None
111,Silver Wells,Michelle,West,10,Daughter,NA,Female,Student,None,NA
112,Silver Wells,Lydia,Hodgson,28,Head,Married,Female,Special effects artist,None,Catholic
112,Silver Wells,Leslie,Hodgson,30,Husband,Married,Male,"Therapist, speech and language",None,Catholic
113,Silver Wells,Rita,Taylor,29,Head,Single,Female,Medical laboratory scientific officer,None,None
113,Silver Wells,Ashley,Jones,30,Partner,Single,Male,Product manager,None,None
114,Silver Wells,Ashley,Weston,68,Head,Widowed,Male,Retired Occupational hygienist,None,Christian
115,Silver Wells,Janet,Cole,42,Head,Married,Female,Records manager,None,None
115,Silver Wells,Martyn,Cole,44,Husband,Married,Male,Unemployed,None,None
115,Silver Wells,Andrew,Cole,14,Son,NA,Male,Student,None,NA
116,Silver Wells,Jade,Browne,19,Head,Single,Female,University Student,None,Catholic
116,Silver Wells,Bradley,Phillips,18,None,Single,Male,University Student,None,Methodist
116,Silver Wells,Deborah,Brooks,20,None,Single,Female,University Student,None,None
117,Silver Wells,Diana,Wilkinson,60,Head,Divorced,Female,Quality manager,None,None
117,Silver Wells,Dylan,Nixon,3,Grandson,NA,Male,Child,None,NA
118,Silver Wells,Liam,Russell,42,Head,Married,Male,Archivist,None,Christian
118,Silver Wells,Lisa,Russell,41,Wife,Married,Female,Public relations officer,None,Christian
119,Silver Wells,Deborah,Sutton,70,Head,Widowed,Female,Retired Commercial/residential surveyor,None,None
120,Silver Wells,Francesca,Lyons,75,Head,Widowed,Female,"Retired Engineer, manufacturing",None,Methodist
121,Silver Wells,Cheryl,Carter,86,Head,Divorced,Female,"Retired Surveyor, insurance",None,Christian
122,Silver Wells,Thomas,Morris,23,Head,Married,Male,Further education lecturer,None,None
122,Silver Wells,Jemma,Morris,21,Wife,Married,Female,University Student,None,None
123,Silver Wells,Matthew,Brown,42,Head,Single,Male,Patent attorney,None,None
123,Silver Wells,Jessica,Lucas,39,Partner,Single,Female,Tourism officer,None,None
124,Silver Wells,Joel,Ward,95,Head,Widowed,Male,Retired Nature conservation officer,None,Catholic
125,Silver Wells,Chloe,McCarthy,31,Head,Single,Female,Health and safety adviser,None,Christian
125,Silver Wells,Lewis,Horton,31,Partner,Single,Male,Chartered accountant,None,None
126,Silver Wells,Joanna,Davies,75,Head,Single,Female,Retired Health service manager,None,None
127,Silver Wells,Joanne,Evans,32,Head,Single,Female,Unemployed,None,None
127,Silver Wells,Alex,Evans,8,Son,NA,Male,Student,None,NA
127,Silver Wells,Suzanne,Evans,6,Daughter,NA,Female,Student,None,NA
128,Silver Wells,Nigel,Williams,32,Head,Single,Male,Mechanical engineer,None,Catholic
128,Silver Wells,Irene,Wilson,30,Partner,Single,Female,Amenity horticulturist,None,Catholic
129,Silver Wells,Jade,Lewis,66,Head,Widowed,Female,Unemployed,None,Methodist
129,Silver Wells,Samantha,Lewis,16,Granddaughter,NA,Female,Student,None,NA
130,Silver Wells,Ruth,Lewis,76,Head,Married,Female,Retired Curator,None,None
130,Silver Wells,Gary,Lewis,78,Husband,Married,Male,Retired Field trials officer,None,None
131,Silver Wells,Karen,Watts,37,Head,Divorced,Female,Radio producer,None,Christian
131,Silver Wells,James,Watts,7,Son,NA,Male,Student,None,NA
132,Silver Wells,Rebecca,Knight,37,Head,Married,Female,Horticultural consultant,None,Christian
132,Silver Wells,Mohammed,Knight,40,Husband,Married,Male,Corporate treasurer,None,Christian
133,Silver Wells,Carole,Lawson,50,Head,Single,Female,Risk manager,None,None
133,Silver Wells,Tony,Steele,48,Partner,Single,Male,Armed forces operational officer,None,None
133,Silver Wells,Jill,Lawson,20,Daughter,Single,Female,University Student,None,None
133,Silver Wells,Maureen,Lawson,15,Daughter,NA,Female,Student,None,NA
134,Silver Wells,Denise,Smith,28,Head,Single,Female,"Librarian, academic",None,None
134,Silver Wells,Joan,Bowen,39,None,Single,Female,Unemployed,None,None
134,Silver Wells,Chelsea,Bird,27,None,Single,Female,Computer games developer,None,Catholic
134,Silver Wells,Rachael,Hunt,30,None,Divorced,Female,"Engineer, manufacturing",None,Muslim
135,Silver Wells,Cheryl,Thomas,33,Head,Married,Female,"Therapist, sports",None,None
135,Silver Wells,Marcus,Thomas,35,Husband,Married,Male,Financial risk analyst,None,None
135,Silver Wells,Iain,Thomas,16,Son,NA,Male,Student,None,NA
135,Silver Wells,Donna,Berry-Thomas,13,Daughter,NA,Female,Student,None,NA
136,Silver Wells,Kelly,Carter,59,Head,Divorced,Female,Public relations account executive,None,Christian
136,Silver Wells,Joanna,Carter,38,Daughter,Divorced,Female,Musician,None,Christian
137,Silver Wells,Jasmine,Jones,50,Head,Single,Female,Trade mark attorney,None,Muslim
137,Silver Wells,Robin,White,52,Partner,Single,Male,Unemployed,None,Muslim
137,Silver Wells,Antony,Jones,18,Son,Single,Male,Student,None,None
137,Silver Wells,Tom,Jones,11,Son,NA,Male,Student,None,NA
137,Silver Wells,Martin,Jones,8,Son,NA,Male,Student,None,NA
138,Silver Wells,Eleanor,Knight,35,Head,Divorced,Female,Unemployed,None,None
138,Silver Wells,Jane,Knight,7,Daughter,NA,Female,Student,None,NA
138,Silver Wells,Jonathan,Knight,3,Son,NA,Male,Child,None,NA
138,Silver Wells,Dylan,Blackburn,20,Lodger,Single,Male,University Student,None,None
138,Silver Wells,Antony,Robinson,57,Lodger,Single,Male,"Therapist, art",None,Christian
139,Silver Wells,Marilyn,Chapman,66,Head,Married,Female,Actor,None,Christian
139,Silver Wells,Shaun,Chapman,66,Husband,Married,Male,IT consultant,None,Christian
140,Silver Wells,Sara,Sykes,37,Head,Single,Female,Magazine journalist,None,None
141,Silver Wells,Alex,Slater,37,Head,Single,Male,"Nurse, adult",None,Catholic
141,Silver Wells,Mohamed,Davies,38,None,Single,Male,Financial risk analyst,None,Christian
141,Silver Wells,Scott,Miller,32,None,Single,Male,"Therapist, nutritional",None,Methodist
141,Silver Wells,Mary,Wright,34,None,Single,Female,Osteopath,None,Methodist
141,Silver Wells,Nicola,Francis,32,None,Single,Female,"Development worker, international aid",Physical Disability,None
142,Silver Wells,Derek,Jones,78,Head,Widowed,Male,"Retired Administrator, education",None,Methodist
143,Silver Wells,Dominic,Bell,87,Head,Married,Male,"Retired Psychologist, counselling",None,None
143,Silver Wells,June,Bell,80,Wife,Married,Female,Retired Lawyer,None,None
144,Silver Wells,Rosie,Richardson,50,Head,Married,Female,Learning mentor,None,None
144,Silver Wells,Brian,Richardson,48,Husband,Married,Male,Animal technologist,None,None
145,Silver Wells,Jacqueline,Matthews,83,Head,Married,Female,"Retired Engineer, communications",None,Methodist
145,Silver Wells,Leslie,Matthews,90,Husband,Married,Male,Retired Risk analyst,None,Methodist
146,Silver Wells,Dawn,Smith,27,Head,Married,Female,Naval architect,None,Methodist
146,Silver Wells,Clive,Smith,32,Husband,Married,Male,Commercial horticulturist,None,Methodist
146,Silver Wells,Tony,Smith,7,Adopted Son,NA,Male,Student,None,NA
147,Silver Wells,Jasmine,Ball,44,Head,Single,Female,Financial controller,None,None
147,Silver Wells,Megan,Brooks,12,Daughter,NA,Female,Student,None,NA
148,Silver Wells,Alexander,Reynolds,21,Head,Single,Male,University Student,None,None
149,Silver Wells,Rosie,Bailey,59,Head,Married,Female,"Psychologist, clinical",None,Christian
149,Silver Wells,Justin,Bailey,62,Husband,Married,Male,Art gallery manager,None,Christian
149,Silver Wells,Hannah,Bailey,16,Daughter,NA,Female,Student,None,NA
149,Silver Wells,Kayleigh,Bailey,16,Daughter,NA,Female,Student,None,NA
149,Silver Wells,Leslie,Bailey,14,Son,NA,Male,Student,None,NA
150,Silver Wells,Joan,Wilson,34,Head,Married,Female,Interior and spatial designer,None,Muslim
150,Silver Wells,Wayne,Wilson,34,Husband,Married,Male,Biomedical scientist,None,Muslim
150,Silver Wells,Bethany,Wilson,10,Daughter,NA,Female,Student,None,NA
151,Silver Wells,Maurice,Price,37,Head,Married,Male,Research scientist (medical),None,Christian
151,Silver Wells,Irene,Price,36,Wife,Married,Female,"Surveyor, building control",None,None
152,Silver Wells,Lorraine,Price,85,Head,Widowed,Female,"Retired Surveyor, mining",None,None
153,Silver Wells,Carly,Hewitt,27,Head,Married,Female,Financial manager,None,Muslim
153,Silver Wells,Cameron,Hewitt,33,Husband,Married,Male,Unemployed,Blind,None
153,Silver Wells,Maureen,Hewitt,7,Daughter,NA,Female,Student,None,NA
153,Silver Wells,Hazel,Davies,1,Daughter,NA,Female,Child,None,NA
154,Silver Wells,Mark,Hunter,56,Head,Single,Male,Aeronautical engineer,None,Christian
154,Silver Wells,Margaret,Dale,54,Partner,Single,Female,"Designer, blown glass/stained glass",None,Christian
155,Silver Wells,Andrea,Atkins,49,Head,Married,Female,Counsellor,None,Jewish
155,Silver Wells,Trevor,Atkins,51,Husband,Married,Male,Radiation protection practitioner,None,Jewish
156,Silver Wells,Patricia,Cooke,38,Head,Married,Female,"Production assistant, television",None,Christian
156,Silver Wells,Kenneth,Cooke,40,Husband,Married,Male,Human resources officer,None,Christian
156,Silver Wells,Georgina,Cooke,21,Daughter,Single,Female,University Student,None,Christian
156,Silver Wells,Glenn,Cooke,18,Son,Single,Male,Student,None,None
156,Silver Wells,Mitchell,Cooke,15,Son,NA,Male,Student,None,NA
156,Silver Wells,Victoria,Cooke,14,Daughter,NA,Female,Student,None,NA
157,Silver Wells,Brett,Kaur,54,Head,Married,Male,Site engineer,None,Catholic
157,Silver Wells,Amanda,Kaur,54,Wife,Married,Female,Pension scheme manager,None,None
157,Silver Wells,Frank,Kaur,11,Son,NA,Male,Student,None,NA
157,Silver Wells,Lynn,Kaur,6,Daughter,NA,Female,Student,None,NA
157,Silver Wells,Danielle,Kaur,2,Daughter,NA,Female,Child,None,NA
158,Silver Wells,Katherine,Stevenson,47,Head,Married,Female,Photographer,None,Methodist
158,Silver Wells,Aaron,Stevenson,50,Husband,Married,Male,"Production assistant, radio",None,Methodist
158,Silver Wells,Richard,Stevenson,12,Son,NA,Male,Student,None,NA
158,Silver Wells,Lisa,Stevenson,11,Daughter,NA,Female,Student,None,NA
158,Silver Wells,Gillian,Stevenson,5,Daughter,NA,Female,Student,None,NA
159,Silver Wells,Reece,Davies,40,Head,Single,Male,"Merchandiser, retail",None,Christian
160,Silver Wells,Sylvia,Davies,74,Head,Widowed,Female,Retired Proofreader,None,Catholic
160,Silver Wells,Jean,Banks,17,Adopted Granddaughter,NA,Female,Student,None,NA
161,Silver Wells,Lorraine,Davies,31,Head,Married,Female,"Education officer, environmental",None,Christian
161,Silver Wells,Keith,Davies-Conway,29,Husband,Married,Male,"Scientist, biomedical",None,Christian
161,Silver Wells,Oliver,Davies-Conway,2,Son,NA,Male,Child,None,NA
162,Silver Wells,Ashleigh,Williams,37,Head,Divorced,Female,English as a second language teacher,None,Catholic
162,Silver Wells,Sheila,Williams,4,Daughter,NA,Female,Child,None,NA
162,Silver Wells,Rebecca,Williams,2,Daughter,NA,Female,Child,None,NA
162,Silver Wells,Damian,Williams,0,Son,NA,Male,Child,None,NA
163,Silver Wells,Keith,Poole,24,Head,Married,Male,Music therapist,None,None
163,Silver Wells,Geraldine,Poole,22,Wife,Married,Female,University Student,None,None
164,Silver Wells,Donna,Jones,65,Head,Married,Female,"Research officer, government",None,None
164,Silver Wells,Robert,Newman,67,Husband,Married,Male,Agricultural consultant,None,None
164,Silver Wells,Conor,Jones,46,Son,Divorced,Male,Adult guidance worker,None,None
164,Silver Wells,Karl,Jones,40,Son,Divorced,Male,Phytotherapist,None,None
164,Silver Wells,Norman,Jones,40,Son,Divorced,Male,"Teacher, music",None,None
165,Silver Wells,Chloe,Watson,32,Head,Single,Female,Social worker,None,None
165,Silver Wells,Christopher,Thomas,34,Partner,Single,Male,Systems developer,None,None
166,Silver Wells,Ryan,Davis,46,Head,Single,Male,"Scientist, product/process development",None,None
166,Silver Wells,Naomi,Coleman,44,Partner,Single,Female,Charity officer,None,None
167,Silver Wells,Kim,Ali,66,Head,Widowed,Female,Field trials officer,None,Christian
168,Silver Wells,Martyn,Lee,19,Head,Single,Male,University Student,None,Methodist
169,Silver Wells,Kenneth,White,19,Head,Single,Male,Science writer,None,None
169,Silver Wells,Bruce,Barnes,29,None,Single,Male,Surgeon,None,None
169,Silver Wells,Chelsea,Howarth,37,None,Single,Female,"Doctor, hospital",None,Christian
169,Silver Wells,Nicole,Gregory,46,None,Single,Female,"Engineer, energy",None,Christian
169,Silver Wells,Aaron,Blake,18,None,Single,Male,Student,None,NA
170,Silver Wells,Gerard,Walsh,54,Head,Single,Male,"Geologist, engineering",None,Christian
170,Silver Wells,Kirsty,Brookes,54,None,Single,Female,Ship broker,None,Christian
170,Silver Wells,Clive,Glover,20,None,Single,Male,University Student,None,Christian
170,Silver Wells,Caroline,Wilson,25,None,Single,Female,Trade union research officer,None,Christian
170,Silver Wells,Gordon,Davey,54,None,Single,Male,Retail buyer,None,Methodist
171,Silver Wells,Kelly,Newton,63,Head,Single,Female,"Designer, textile",None,Christian
171,Silver Wells,Ian,Young,67,Partner,Single,Male,"Copywriter, advertising",None,Christian
172,Silver Wells,Dean,Hughes,40,Head,Single,Male,Chief Technology Officer,Physical Disability,None
172,Silver Wells,Barry,Gray,24,None,Single,Male,Land,None,None
173,Silver Wells,Naomi,Phillips,31,Head,Divorced,Female,Colour technologist,None,None
173,Silver Wells,Nicole,Phillips,6,Daughter,NA,Female,Student,None,NA
173,Silver Wells,Holly,Phillips,3,Daughter,NA,Female,Child,None,NA
173,Silver Wells,Stephen,Phillips,3,Son,NA,Male,Child,None,NA
174,Silver Wells,Angela,Jones,27,Head,Married,Female,Advertising account planner,None,Christian
174,Silver Wells,Stuart,Jones,33,Husband,Married,Male,Barrister,None,Christian
175,Silver Wells,Barry,Smith,64,Head,Single,Male,Financial manager,None,Christian
176,Silver Wells,Grace,Booth,39,Head,Single,Female,Unemployed,None,Catholic
176,Silver Wells,Dominic,Patel,43,Partner,Single,Male,Unemployed,None,Catholic
176,Silver Wells,Gail,Booth,16,Daughter,NA,Female,Student,None,NA
177,Silver Wells,Pamela,Tomlinson,36,Head,Single,Female,Unemployed,None,None
177,Silver Wells,Callum,Reynolds-Tomlinson,3,Son,NA,Male,Child,None,NA
177,Silver Wells,Nicole,Graham,46,Lodger,Single,Female,"Engineer, site",None,None
177,Silver Wells,Natasha,Ford,33,Lodger,Divorced,Female,Geophysical data processor,None,None
178,Silver Wells,Lynn,Brown,57,Head,Widowed,Female,"Scientist, biomedical",None,Christian
178,Silver Wells,Heather,Brown,13,Daughter,NA,Female,Student,None,NA
179,Silver Wells,Sheila,Rose,70,Head,Married,Female,Retired Economist,None,None
179,Silver Wells,Callum,Rose,71,Husband,Married,Male,"Retired Secretary, company",None,None
180,Silver Wells,Kathleen,Nash,20,Head,Married,Female,University Student,None,Christian
180,Silver Wells,Lee,Nash,21,Husband,Married,Male,University Student,None,Christian
181,Silver Wells,Charlene,Clarke,40,Head,Married,Female,Forensic psychologist,None,None
181,Silver Wells,Jake,Clarke,43,Husband,Married,Male,"Editor, commissioning",None,None
181,Silver Wells,Lorraine,Clarke,13,Daughter,NA,Female,Student,None,NA
181,Silver Wells,Claire,Clarke,13,Daughter,NA,Female,Student,None,NA
181,Silver Wells,Marion,Clarke,12,Daughter,NA,Female,Student,None,NA
182,Silver Wells,Carly,Hughes,71,Head,Widowed,Female,Retired Optometrist,None,None
182,Silver Wells,Sylvia,Bennett,16,Granddaughter,NA,Female,Student,None,NA
182,Silver Wells,Nicholas,Bennett,14,Grandson,NA,Male,Student,Blind,NA
183,Silver Wells,Barry,Barnes,75,Head,Married,Male,Retired Phytotherapist,None,Catholic
183,Silver Wells,Leah,Barnes,75,Wife,Married,Female,Retired Management consultant,None,Catholic
184,Silver Wells,Sandra,Hawkins,44,Head,Married,Female,Legal executive,None,None
184,Silver Wells,Roy,Hawkins,48,Husband,Married,Male,Pharmacologist,None,None
184,Silver Wells,Georgina,Hawkins,13,Daughter,NA,Female,Student,None,NA
184,Silver Wells,Daniel,Hawkins,9,Son,NA,Male,Student,None,NA
